股票代码,股票名称,拼音简写
300051.SZ,三五互联,['SWHL']
300052.SZ,中青宝,['ZQB']
300053.SZ,欧比特,['OBT']
300054.SZ,鼎龙股份,['DLGF']
300055.SZ,万邦达,"['MBD', 'WBD']"
300056.SZ,三维丝,['SWS']
300057.SZ,万顺股份,"['MSGF', 'WSGF']"
300058.SZ,蓝色光标,['LSGB']
300059.SZ,东方财富,['DFCF']
300061.SZ,康耐特,['KNT']
300062.SZ,中能电气,['ZNDQ']
300063.SZ,天龙集团,['TLJT']
300064.SZ,豫金刚石,"['YJGD', 'YJGS']"
300065.SZ,海兰信,['HLX']
300066.SZ,三川智慧,['SCZH']
300067.SZ,安诺其,"['ANJ', 'ANQ']"
300068.SZ,南都电源,['NDDY']
300069.SZ,金利华电,['JLHD']
300070.SZ,碧水源,['BSY']
300071.SZ,华谊嘉信,['HYJX']
300072.SZ,三聚环保,['SJHB']
300073.SZ,当升科技,['DSKJ']
300074.SZ,华平股份,['HPGF']
300075.SZ,数字政通,['SZZT']
300076.SZ,GQY视讯,['GQYSX']
300077.SZ,国民技术,"['GMJS', 'GMJZ']"
300078.SZ,思创医惠,['SCYH']
300079.SZ,数码视讯,['SMSX']
300080.SZ,易成新能,['YCXN']
300081.SZ,恒信移动,['HXYD']
300082.SZ,奥克股份,['AKGF']
300083.SZ,劲胜精密,['JSJM']
300084.SZ,海默科技,['HMKJ']
300085.SZ,银之杰,['YZJ']
300086.SZ,康芝药业,['KZYY']
300087.SZ,荃银高科,['QYGK']
300088.SZ,长信科技,"['CXKJ', 'ZXKJ']"
300089.SZ,文化长城,"['WHCC', 'WHZC']"
300090.SZ,盛运环保,"['CYHB', 'SYHB']"
300091.SZ,金通灵,['JTL']
300092.SZ,科新机电,['KXJD']
300093.SZ,金刚玻璃,['JGBL']
300094.SZ,国联水产,['GLSC']
300095.SZ,华伍股份,['HWGF']
300096.SZ,易联众,['YLZ']
300097.SZ,智云股份,['ZYGF']
300098.SZ,高新兴,['GXX']
300099.SZ,尤洛卡,"['YLK', 'YLQ']"
300100.SZ,双林股份,['SLGF']
300101.SZ,振芯科技,['ZXKJ']
300102.SZ,乾照光电,"['GZGD', 'QZGD']"
300103.SZ,达刚路机,['DGLJ']
300104.SZ,乐视网,"['LSW', 'YSW']"
300105.SZ,龙源技术,"['LYJS', 'LYJZ']"
300106.SZ,西部牧业,['XBMY']
300107.SZ,建新股份,['JXGF']
300108.SZ,双龙股份,['SLGF']
300109.SZ,新开源,['XKY']
300110.SZ,华仁药业,['HRYY']
300111.SZ,向日葵,['XRK']
300112.SZ,万讯自控,"['MXZK', 'WXZK']"
300113.SZ,顺网科技,['SWKJ']
300114.SZ,中航电测,['ZHDC']
300115.SZ,长盈精密,"['CYJM', 'ZYJM']"
300116.SZ,坚瑞消防,['JRXF']
300117.SZ,嘉寓股份,['JYGF']
300118.SZ,东方日升,['DFRS']
300119.SZ,瑞普生物,['RPSW']
300120.SZ,经纬电材,['JWDC']
300121.SZ,阳谷华泰,"['YGHT', 'YYHT']"
300122.SZ,智飞生物,['ZFSW']
300123.SZ,太阳鸟,"['TYD', 'TYN']"
300124.SZ,汇川技术,"['HCJS', 'HCJZ']"
300125.SZ,易世达,['YSD']
300126.SZ,锐奇股份,"['RJGF', 'RQGF']"
300127.SZ,银河磁体,['YHCT']
300128.SZ,锦富新材,['JFXC']
300129.SZ,泰胜风能,['TSFN']
300130.SZ,新国都,['XGD']
300131.SZ,英唐智控,['YTZK']
300132.SZ,青松股份,['QSGF']
300133.SZ,华策影视,['HCYS']
300134.SZ,大富科技,['DFKJ']
300135.SZ,宝利国际,['BLGJ']
300136.SZ,信维通信,['XWTX']
300137.SZ,先河环保,['XHHB']
300138.SZ,晨光生物,['CGSW']
300139.SZ,晓程科技,['XCKJ']
300140.SZ,启源装备,['QYZB']
300141.SZ,和顺电气,['HSDQ']
300142.SZ,沃森生物,['WSSW']
300143.SZ,星河生物,['XHSW']
300144.SZ,宋城演艺,['SCYY']
300145.SZ,中金环境,['ZJHJ']
300146.SZ,汤臣倍健,"['SCBJ', 'TCBJ']"
300147.SZ,香雪制药,['XXZY']
300148.SZ,天舟文化,['TZWH']
300149.SZ,量子高科,['LZGK']
300150.SZ,世纪瑞尔,['SJRE']
300151.SZ,昌红科技,"['CGKJ', 'CHKJ']"
300152.SZ,科融环境,['KRHJ']
300153.SZ,科泰电源,['KTDY']
300154.SZ,瑞凌股份,['RLGF']
300155.SZ,安居宝,['AJB']
300156.SZ,神雾环保,['SWHB']
300157.SZ,恒泰艾普,"['HTAP', 'HTYP']"
300158.SZ,振东制药,['ZDZY']
300159.SZ,新研股份,['XYGF']
300160.SZ,秀强股份,"['XJGF', 'XQGF']"
300161.SZ,华中数控,['HZSK']
300162.SZ,雷曼股份,['LMGF']
300163.SZ,先锋新材,['XFXC']
300164.SZ,通源石油,"['TYDY', 'TYSY']"
300165.SZ,天瑞仪器,['TRYQ']
300166.SZ,东方国信,['DFGX']
300167.SZ,迪威视讯,['DWSX']
300168.SZ,万达信息,"['MDXX', 'WDXX']"
300169.SZ,天晟新材,['TSXC']
300170.SZ,汉得信息,['HDXX']
300171.SZ,东富龙,['DFL']
300172.SZ,中电环保,['ZDHB']
300173.SZ,智慧松德,['ZHSD']
300174.SZ,元力股份,['YLGF']
300175.SZ,朗源股份,['LYGF']
300176.SZ,鸿特精密,['HTJM']
300177.SZ,中海达,['ZHD']
300178.SZ,腾邦国际,['TBGJ']
300179.SZ,四方达,['SFD']
300180.SZ,华峰超纤,"['HFCQ', 'HFCX']"
300181.SZ,佐力药业,['ZLYY']
300182.SZ,捷成股份,['JCGF']
300183.SZ,东软载波,['DRZB']
300184.SZ,力源信息,['LYXX']
300185.SZ,通裕重工,"['TYCG', 'TYZG']"
300187.SZ,永清环保,['YQHB']
300188.SZ,美亚柏科,['MYBK']
300189.SZ,神农基因,['SNJY']
300190.SZ,维尔利,['WEL']
300191.SZ,潜能恒信,['QNHX']
300192.SZ,科斯伍德,['KSWD']
300193.SZ,佳士科技,['JSKJ']
300194.SZ,福安药业,['FAYY']
300195.SZ,长荣股份,"['CRGF', 'ZRGF']"
300196.SZ,长海股份,"['CHGF', 'ZHGF']"
300197.SZ,铁汉生态,['THST']
300198.SZ,纳川股份,['NCGF']
300199.SZ,翰宇药业,['HYYY']
300200.SZ,高盟新材,['GMXC']
300201.SZ,海伦哲,['HLZ']
300202.SZ,聚龙股份,['JLGF']
300203.SZ,聚光科技,['JGKJ']
300204.SZ,舒泰神,['STS']
300205.SZ,天喻信息,['TYXX']
300206.SZ,理邦仪器,['LBYQ']
300207.SZ,欣旺达,['XWD']
300208.SZ,恒顺众昇,[]
300209.SZ,天泽信息,['TZXX']
300210.SZ,森远股份,['SYGF']
300211.SZ,亿通科技,['YTKJ']
300212.SZ,易华录,['YHL']
300213.SZ,佳讯飞鸿,['JXFH']
300214.SZ,日科化学,['RKHX']
300215.SZ,电科院,['DKY']
300216.SZ,千山药机,['QSYJ']
300217.SZ,东方电热,['DFDR']
300218.SZ,安利股份,['ALGF']
300219.SZ,鸿利光电,['HLGD']
300220.SZ,金运激光,['JYJG']
300221.SZ,银禧科技,['YXKJ']
300222.SZ,科大智能,['KDZN']
300223.SZ,北京君正,['BJJZ']
300224.SZ,正海磁材,['ZHCC']
300225.SZ,金力泰,['JLT']
300226.SZ,上海钢联,['SHGL']
300227.SZ,光韵达,['GYD']
300228.SZ,富瑞特装,['FRTZ']
300229.SZ,拓尔思,['TES']
300230.SZ,永利股份,['YLGF']
300231.SZ,银信科技,['YXKJ']
300232.SZ,洲明科技,['ZMKJ']
300233.SZ,金城医药,['JCYY']
300234.SZ,开尔新材,['KEXC']
300235.SZ,方直科技,['FZKJ']
300236.SZ,上海新阳,['SHXY']
300237.SZ,美晨科技,['MCKJ']
300238.SZ,冠昊生物,['GHSW']
300239.SZ,东宝生物,['DBSW']
300240.SZ,飞力达,['FLD']
300241.SZ,瑞丰光电,['RFGD']
300242.SZ,明家联合,"['MJLG', 'MJLH']"
300243.SZ,瑞丰高材,['RFGC']
300244.SZ,迪安诊断,['DAZD']
300245.SZ,天玑科技,['TJKJ']
300246.SZ,宝莱特,['BLT']
300247.SZ,乐金健康,"['LJJK', 'YJJK']"
300248.SZ,新开普,['XKP']
300249.SZ,依米康,['YMK']
300250.SZ,初灵信息,['CLXX']
300251.SZ,光线传媒,"['GXCM', 'GXZM']"
300252.SZ,金信诺,['JXN']
300253.SZ,卫宁健康,['WNJK']
300254.SZ,仟源医药,['QYYY']
300255.SZ,常山药业,['CSYY']
300256.SZ,星星科技,['XXKJ']
300257.SZ,开山股份,['KSGF']
300258.SZ,精锻科技,['JDKJ']
300259.SZ,新天科技,['XTKJ']
300260.SZ,新莱应材,['XLYC']
300261.SZ,雅本化学,['YBHX']
300262.SZ,巴安水务,['BASW']
300263.SZ,隆华节能,['LHJN']
300264.SZ,佳创视讯,['JCSX']
300265.SZ,通光线缆,['TGXL']
300266.SZ,兴源环境,['XYHJ']
300267.SZ,尔康制药,['EKZY']
300268.SZ,万福生科,"['MFSK', 'WFSK']"
300269.SZ,联建光电,['LJGD']
300270.SZ,中威电子,['ZWDZ']
300271.SZ,华宇软件,['HYRJ']
300272.SZ,开能环保,['KNHB']
300273.SZ,和佳股份,['HJGF']
300274.SZ,阳光电源,['YGDY']
300275.SZ,梅安森,['MAS']
300276.SZ,三丰智能,['SFZN']
300277.SZ,海联讯,['HLX']
300278.SZ,华昌达,['HCD']
300279.SZ,和晶科技,['HJKJ']
300280.SZ,南通锻压,['NTDY']
300281.SZ,金明精机,['JMJJ']
300282.SZ,汇冠股份,['HGGF']
300283.SZ,温州宏丰,['WZHF']
300284.SZ,苏交科,['SJK']
300285.SZ,国瓷材料,['GCCL']
300286.SZ,安科瑞,['AKR']
300287.SZ,飞利信,['FLX']
300288.SZ,朗玛信息,['LMXX']
300289.SZ,利德曼,['LDM']
300290.SZ,荣科科技,['RKKJ']
300291.SZ,华录百纳,['HLBN']
300292.SZ,吴通控股,['WTKG']
300293.SZ,蓝英装备,['LYZB']
300294.SZ,博雅生物,['BYSW']
300295.SZ,三六五网,['SLWW']
300296.SZ,利亚德,['LYD']
300297.SZ,蓝盾股份,['LDGF']
300298.SZ,三诺生物,['SNSW']
300299.SZ,富春通信,['FCTX']
300300.SZ,汉鼎股份,['HDGF']
300301.SZ,长方集团,"['CFJT', 'ZFJT']"
300302.SZ,同有科技,['TYKJ']
300303.SZ,聚飞光电,['JFGD']
300304.SZ,云意电气,['YYDQ']
300305.SZ,裕兴股份,['YXGF']
300306.SZ,远方光电,['YFGD']
300307.SZ,慈星股份,['CXGF']
300308.SZ,中际装备,['ZJZB']
300309.SZ,吉艾科技,"['JAKJ', 'JYKJ']"
300310.SZ,宜通世纪,['YTSJ']
300311.SZ,任子行,"['RZH', 'RZX']"
300312.SZ,邦讯技术,"['BXJS', 'BXJZ']"
300313.SZ,天山生物,['TSSW']
300314.SZ,戴维医疗,['DWYL']
300315.SZ,掌趣科技,['ZQKJ']
300316.SZ,晶盛机电,"['JCJD', 'JSJD']"
300317.SZ,珈伟股份,['JWGF']
300318.SZ,博晖创新,['BHCX']
300319.SZ,麦捷科技,['MJKJ']
300320.SZ,海达股份,['HDGF']
300321.SZ,同大股份,['TDGF']
300322.SZ,硕贝德,['SBD']
300323.SZ,华灿光电,['HCGD']
300324.SZ,旋极信息,['XJXX']
300325.SZ,德威新材,['DWXC']
300326.SZ,凯利泰,['KLT']
300327.SZ,中颖电子,['ZYDZ']
300328.SZ,宜安科技,['YAKJ']
300329.SZ,海伦钢琴,['HLGQ']
300330.SZ,华虹计通,"['HHJT', 'HJJT']"
300331.SZ,苏大维格,['SDWG']
300332.SZ,天壕环境,['THHJ']
300333.SZ,兆日科技,['ZRKJ']
300334.SZ,津膜科技,['JMKJ']
300335.SZ,迪森股份,['DSGF']
300336.SZ,新文化,['XWH']
300337.SZ,银邦股份,['YBGF']
300338.SZ,开元仪器,['KYYQ']
300339.SZ,润和软件,['RHRJ']
300340.SZ,科恒股份,['KHGF']
300341.SZ,麦迪电气,['MDDQ']
300342.SZ,天银机电,['TYJD']
300343.SZ,联创股份,['LCGF']
300344.SZ,太空板业,['TKBY']
300345.SZ,红宇新材,"['GYXC', 'HYXC']"
300346.SZ,南大光电,['NDGD']
300347.SZ,泰格医药,['TGYY']
300348.SZ,长亮科技,"['CLKJ', 'ZLKJ']"
300349.SZ,金卡股份,"['JKGF', 'JQGF']"
300350.SZ,华鹏飞,['HPF']
300351.SZ,永贵电器,['YGDQ']
300352.SZ,北信源,['BXY']
300353.SZ,东土科技,['DTKJ']
300354.SZ,东华测试,['DHCS']
300355.SZ,蒙草抗旱,['MCKH']
300356.SZ,光一科技,['GYKJ']
300357.SZ,我武生物,['WWSW']
300358.SZ,楚天科技,['CTKJ']
300359.SZ,全通教育,['QTJY']
300360.SZ,炬华科技,['JHKJ']
300362.SZ,天翔环境,['TXHJ']
300363.SZ,博腾股份,['BTGF']
300364.SZ,中文在线,['ZWZX']
300365.SZ,恒华科技,['HHKJ']
300366.SZ,创意信息,['CYXX']
300367.SZ,东方网力,['DFWL']
300368.SZ,汇金股份,['HJGF']
300369.SZ,绿盟科技,['LMKJ']
300370.SZ,安控科技,['AKKJ']
300371.SZ,汇中股份,['HZGF']
300372.SZ,欣泰电气,['XTDQ']
300373.SZ,扬杰科技,['YJKJ']
300374.SZ,恒通科技,['HTKJ']
300375.SZ,鹏翎股份,['PLGF']
300376.SZ,易事特,['YST']
300377.SZ,赢时胜,['YSS']
300378.SZ,鼎捷软件,['DJRJ']
300379.SZ,东方通,['DFT']
300380.SZ,安硕信息,['ASXX']
300381.SZ,溢多利,['YDL']
300382.SZ,斯莱克,['SLK']
300383.SZ,光环新网,['GHXW']
300384.SZ,三联虹普,"['SLHP', 'SLJP']"
300385.SZ,雪浪环境,['XLHJ']
300386.SZ,飞天诚信,['FTCX']
300387.SZ,富邦股份,['FBGF']
300388.SZ,国祯环保,['GZHB']
300389.SZ,艾比森,"['ABS', 'YBS']"
300390.SZ,天华超净,['THCJ']
300391.SZ,康跃科技,['KYKJ']
300392.SZ,腾信股份,['TXGF']
300393.SZ,中来股份,['ZLGF']
300394.SZ,天孚通信,['TFTX']
300395.SZ,菲利华,['FLH']
300396.SZ,迪瑞医疗,['DRYL']
300397.SZ,天和防务,['THFW']
300398.SZ,飞凯材料,['FKCL']
300399.SZ,京天利,['JTL']
300400.SZ,劲拓股份,['JTGF']
300401.SZ,花园生物,['HYSW']
300402.SZ,宝色股份,['BSGF']
300403.SZ,地尔汉宇,['DEHY']
300404.SZ,博济医药,['BJYY']
300405.SZ,科隆精化,['KLJH']
300406.SZ,九强生物,"['JJSW', 'JQSW']"
300407.SZ,凯发电气,['KFDQ']
300408.SZ,三环集团,['SHJT']
300409.SZ,道氏技术,"['DSJS', 'DZJS', 'DSJZ', 'DZJZ']"
300410.SZ,正业科技,['ZYKJ']
300411.SZ,金盾股份,['JDGF']
300412.SZ,迦南科技,['JNKJ']
300413.SZ,快乐购,"['KLG', 'KYG']"
300414.SZ,中光防雷,['ZGFL']
300415.SZ,伊之密,['YZM']
300416.SZ,苏试试验,['SSSY']
300417.SZ,南华仪器,['NHYQ']
300418.SZ,昆仑万维,"['KLMW', 'KLWW']"
300419.SZ,浩丰科技,['HFKJ']
300420.SZ,五洋科技,['WYKJ']
300421.SZ,力星股份,['LXGF']
300422.SZ,博世科,['BSK']
300423.SZ,鲁亿通,['LYT']
300424.SZ,航新科技,['HXKJ']
300425.SZ,环能科技,['HNKJ']
300426.SZ,唐德影视,['TDYS']
300427.SZ,红相电力,"['GXDL', 'HXDL']"
300428.SZ,四通新材,['STXC']
300429.SZ,强力新材,"['JLXC', 'QLXC']"
300430.SZ,诚益通,['CYT']
300431.SZ,暴风科技,"['BFKJ', 'PFKJ']"
300432.SZ,富临精工,['FLJG']
300433.SZ,蓝思科技,['LSKJ']
300434.SZ,金石东方,"['JDDF', 'JSDF']"
300435.SZ,中泰股份,['ZTGF']
300436.SZ,广生堂,"['AST', 'GST']"
300437.SZ,清水源,['QSY']
300438.SZ,鹏辉能源,['PHNY']
300439.SZ,美康生物,['MKSW']
300440.SZ,运达科技,['YDKJ']
300441.SZ,鲍斯股份,['BSGF']
300442.SZ,普丽盛,"['PLC', 'PLS']"
300443.SZ,金雷风电,['JLFD']
300444.SZ,双杰电气,['SJDQ']
300445.SZ,康斯特,['KST']
300446.SZ,乐凯新材,"['LKXC', 'YKXC']"
300447.SZ,全信股份,['QXGF']
300448.SZ,浩云科技,['HYKJ']
300449.SZ,汉邦高科,['HBGK']
300450.SZ,先导智能,['XDZN']
300451.SZ,创业软件,['CYRJ']
300452.SZ,山河药辅,['SHYF']
300453.SZ,三鑫医疗,['SXYL']
300455.SZ,康拓红外,"['KTGW', 'KTHW']"
300456.SZ,耐威科技,['NWKJ']
300457.SZ,赢合科技,"['YGKJ', 'YHKJ']"
300458.SZ,全志科技,['QZKJ']
300459.SZ,浙江金科,['ZJJK']
300460.SZ,惠伦晶体,['HLJT']
300461.SZ,田中精机,['TZJJ']
300462.SZ,华铭智能,['HMZN']
300463.SZ,迈克生物,['MKSW']
300464.SZ,星徽精密,['XHJM']
300465.SZ,高伟达,['GWD']
300466.SZ,赛摩电气,['SMDQ']
300467.SZ,迅游科技,['XYKJ']
300468.SZ,四方精创,['SFJC']
300469.SZ,信息发展,['XXFZ']
300470.SZ,日机密封,['RJMF']
300471.SZ,厚普股份,['HPGF']
300472.SZ,新元科技,['XYKJ']
300473.SZ,德尔股份,['DEGF']
300474.SZ,景嘉微,['JJW']
300475.SZ,聚隆科技,['JLKJ']
300476.SZ,胜宏科技,['SHKJ']
300477.SZ,合纵科技,"['GZKJ', 'HZKJ']"
300478.SZ,杭州高新,['HZGX']
300479.SZ,神思电子,['SSDZ']
300480.SZ,光力科技,['GLKJ']
300481.SZ,濮阳惠成,['PYHC']
300482.SZ,万孚生物,"['MFSW', 'WFSW']"
300483.SZ,沃施股份,['WSGF']
300484.SZ,蓝海华腾,['LHHT']
300485.SZ,赛升药业,['SSYY']
300486.SZ,东杰智能,['DJZN']
300487.SZ,蓝晓科技,['LXKJ']
300488.SZ,恒锋工具,['HFGJ']
300489.SZ,中飞股份,['ZFGF']
300490.SZ,华自科技,['HZKJ']
300491.SZ,通合科技,"['TGKJ', 'THKJ']"
300492.SZ,山鼎设计,['SDSJ']
300493.SZ,润欣科技,['RXKJ']
300494.SZ,盛天网络,"['CTWL', 'STWL']"
300495.SZ,美尚生态,['MSST']
300496.SZ,中科创达,['ZKCD']
300497.SZ,富祥股份,['FXGF']
300498.SZ,温氏股份,"['WSGF', 'WZGF']"
300499.SZ,高澜股份,['GLGF']
300500.SZ,苏州设计,['SZSJ']
300501.SZ,海顺新材,['HSXC']
300502.SZ,新易盛,"['XYC', 'XYS']"
300503.SZ,昊志机电,['HZJD']
300505.SZ,川金诺,['CJN']
300506.SZ,名家汇,['MJH']
300507.SZ,苏奥传感,"['SACG', 'SAZG']"
300508.SZ,维宏股份,['WHGF']
300509.SZ,新美星,['XMX']
300510.SZ,金冠电气,['JGDQ']
300511.SZ,雪榕生物,['XRSW']
300512.SZ,N中亚,['NZY']
600000.SH,浦发银行,"['PFYH', 'PFYX']"
600004.SH,白云机场,['BYJC']
600005.SH,武钢股份,['WGGF']
600006.SH,东风汽车,['DFQC']
600007.SH,中国国贸,['ZGGM']
600008.SH,首创股份,['SCGF']
600009.SH,上海机场,['SHJC']
600010.SH,包钢股份,['BGGF']
600011.SH,华能国际,['HNGJ']
600012.SH,皖通高速,['WTGS']
600015.SH,华夏银行,"['HXYH', 'HXYX']"
600016.SH,民生银行,"['MSYH', 'MSYX']"
600017.SH,日照港,['RZG']
600018.SH,上港集团,['SGJT']
600019.SH,宝钢股份,['BGGF']
600020.SH,中原高速,['ZYGS']
600021.SH,上海电力,['SHDL']
600022.SH,山东钢铁,['SDGT']
600023.SH,浙能电力,['ZNDL']
600026.SH,中海发展,['ZHFZ']
600027.SH,华电国际,['HDGJ']
600028.SH,中国石化,"['ZGDH', 'ZGSH']"
600029.SH,南方航空,['NFHK']
600030.SH,中信证券,['ZXZQ']
600031.SH,三一重工,"['SYCG', 'SYZG']"
600033.SH,福建高速,['FJGS']
600035.SH,楚天高速,['CTGS']
600036.SH,招商银行,"['ZSYH', 'ZSYX']"
600037.SH,歌华有线,['GHYX']
600038.SH,中直股份,['ZZGF']
600039.SH,四川路桥,['SCLQ']
600048.SH,保利地产,['BLDC']
600050.SH,中国联通,['ZGLT']
600051.SH,宁波联合,"['NBLG', 'NBLH']"
600052.SH,浙江广厦,"['ZJAS', 'ZJGS', 'ZJAX', 'ZJGX']"
600053.SH,九鼎投资,['JDTZ']
600054.SH,黄山旅游,['HSLY']
600055.SH,华润万东,"['HRMD', 'HRWD']"
600056.SH,中国医药,['ZGYY']
600057.SH,象屿股份,['XYGF']
600058.SH,五矿发展,['WKFZ']
600059.SH,古越龙山,['GYLS']
600060.SH,海信电器,['HXDQ']
600061.SH,国投安信,['GTAX']
600062.SH,华润双鹤,['HRSH']
600063.SH,皖维高新,['WWGX']
600064.SH,南京高科,['NJGK']
600066.SH,宇通客车,['YTKC']
600067.SH,冠城大通,['GCDT']
600068.SH,葛洲坝,['GZB']
600069.SH,银鸽投资,['YGTZ']
600070.SH,浙江富润,['ZJFR']
600071.SH,凤凰光学,['FHGX']
600072.SH,钢构工程,['GGGC']
600073.SH,上海梅林,['SHML']
600074.SH,保千里,['BQL']
600075.SH,新疆天业,['XJTY']
600076.SH,康欣新材,['KXXC']
600077.SH,宋都股份,['SDGF']
600078.SH,澄星股份,"['CXGF', 'DXGF']"
600079.SH,人福医药,['RFYY']
600080.SH,金花股份,['JHGF']
600081.SH,东风科技,['DFKJ']
600082.SH,海泰发展,['HTFZ']
600083.SH,博信股份,['BXGF']
600084.SH,中葡股份,['ZPGF']
600085.SH,同仁堂,['TRT']
600086.SH,东方金钰,['DFJY']
600088.SH,中视传媒,"['ZSCM', 'ZSZM']"
600089.SH,特变电工,['TBDG']
600090.SH,啤酒花,['PJH']
600091.SH,ST明科,['STMK']
600093.SH,禾嘉股份,['HJGF']
600094.SH,大名城,['DMC']
600095.SH,哈高科,['HGK']
600096.SH,云天化,['YTH']
600097.SH,开创国际,['KCGJ']
600098.SH,广州发展,"['AZFZ', 'GZFZ']"
600099.SH,林海股份,['LHGF']
600100.SH,同方股份,['TFGF']
600101.SH,明星电力,['MXDL']
600103.SH,青山纸业,['QSZY']
600104.SH,上汽集团,['SQJT']
600105.SH,永鼎股份,['YDGF']
600106.SH,重庆路桥,"['CQLQ', 'ZQLQ']"
600107.SH,美尔雅,['MEY']
600108.SH,亚盛集团,"['YCJT', 'YSJT']"
600109.SH,国金证券,['GJZQ']
600110.SH,诺德股份,['NDGF']
600111.SH,北方稀土,['BFXT']
600112.SH,天成控股,['TCKG']
600113.SH,浙江东日,['ZJDR']
600114.SH,东睦股份,['DMGF']
600115.SH,东方航空,['DFHK']
600116.SH,三峡水利,['SXSL']
600117.SH,西宁特钢,['XNTG']
600118.SH,中国卫星,['ZGWX']
600119.SH,长江投资,"['CJTZ', 'ZJTZ']"
600120.SH,浙江东方,['ZJDF']
600121.SH,郑州煤电,['ZZMD']
600122.SH,宏图高科,['HTGK']
600123.SH,兰花科创,['LHKC']
600125.SH,铁龙物流,['TLWL']
600126.SH,杭钢股份,['HGGF']
600127.SH,金健米业,['JJMY']
600128.SH,弘业股份,['HYGF']
600129.SH,太极集团,['TJJT']
600130.SH,波导股份,['BDGF']
600131.SH,岷江水电,['MJSD']
600132.SH,重庆啤酒,"['CQPJ', 'ZQPJ']"
600133.SH,东湖高新,['DHGX']
600135.SH,乐凯胶片,"['LKJP', 'YKJP']"
600136.SH,道博股份,['DBGF']
600137.SH,浪莎股份,['LSGF']
600138.SH,中青旅,['ZQL']
600139.SH,西部资源,['XBZY']
600141.SH,兴发集团,['XFJT']
600143.SH,金发科技,['JFKJ']
600145.SH,*ST新亿,['*STXY']
600146.SH,商赢环球,['SYHQ']
600148.SH,长春一东,"['CCYD', 'ZCYD']"
600149.SH,廊坊发展,['LFFZ']
600150.SH,中国船舶,['ZGCB']
600151.SH,航天机电,['HTJD']
600152.SH,维科精华,['WKJH']
600153.SH,建发股份,['JFGF']
600155.SH,宝硕股份,['BSGF']
600156.SH,华升股份,['HSGF']
600157.SH,永泰能源,['YTNY']
600158.SH,中体产业,['ZTCY']
600159.SH,大龙地产,['DLDC']
600160.SH,巨化股份,['JHGF']
600161.SH,天坛生物,['TTSW']
600162.SH,香江控股,['XJKG']
600163.SH,中闽能源,['ZMNY']
600165.SH,新日恒力,['XRHL']
600166.SH,福田汽车,['FTQC']
600167.SH,联美控股,['LMKG']
600168.SH,武汉控股,['WHKG']
600169.SH,太原重工,"['TYCG', 'TYZG']"
600170.SH,上海建工,['SHJG']
600171.SH,上海贝岭,['SHBL']
600172.SH,黄河旋风,['HHXF']
600173.SH,卧龙地产,['WLDC']
600175.SH,美都能源,['MDNY']
600176.SH,中国巨石,"['ZGJD', 'ZGJS']"
600177.SH,雅戈尔,['YGE']
600178.SH,东安动力,['DADL']
600179.SH,*ST黑化,['*STHH']
600180.SH,瑞茂通,['RMT']
600182.SH,S佳通,['SJT']
600183.SH,生益科技,['SYKJ']
600184.SH,光电股份,['GDGF']
600185.SH,格力地产,['GLDC']
600186.SH,莲花健康,['LHJK']
600187.SH,国中水务,['GZSW']
600188.SH,兖州煤业,['YZMY']
600189.SH,吉林森工,['JLSG']
600190.SH,锦州港,['JZG']
600191.SH,华资实业,['HZSY']
600192.SH,长城电工,"['CCDG', 'ZCDG']"
600193.SH,创兴资源,['CXZY']
600195.SH,中牧股份,['ZMGF']
600196.SH,复星医药,['FXYY']
600197.SH,伊力特,['YLT']
600198.SH,大唐电信,['DTDX']
600199.SH,金种子酒,"['JCZJ', 'JZZJ']"
600200.SH,江苏吴中,['JSWZ']
600201.SH,生物股份,['SWGF']
600202.SH,哈空调,"['HKD', 'HKT']"
600203.SH,福日电子,['FRDZ']
600206.SH,有研新材,['YYXC']
600207.SH,安彩高科,['ACGK']
600208.SH,新湖中宝,['XHZB']
600209.SH,罗顿发展,['LDFZ']
600210.SH,紫江企业,['ZJQY']
600211.SH,西藏药业,"['XCYY', 'XZYY']"
600212.SH,*ST江泉,['*STJQ']
600213.SH,亚星客车,['YXKC']
600215.SH,长春经开,"['CCJK', 'ZCJK']"
600216.SH,浙江医药,['ZJYY']
600217.SH,秦岭水泥,['QLSN']
600218.SH,全柴动力,['QCDL']
600219.SH,南山铝业,['NSLY']
600220.SH,江苏阳光,['JSYG']
600221.SH,海南航空,['HNHK']
600222.SH,太龙药业,['TLYY']
600223.SH,鲁商置业,['LSZY']
600225.SH,天津松江,['TJSJ']
600226.SH,升华拜克,['SHBK']
600227.SH,赤天化,['CTH']
600228.SH,昌九生化,['CJSH']
600229.SH,城市传媒,"['CSCM', 'CSZM']"
600230.SH,*ST沧大,['*STCD']
600231.SH,凌钢股份,['LGGF']
600232.SH,金鹰股份,['JYGF']
600233.SH,大杨创世,['DYCS']
600234.SH,*ST山水,['*STSS']
600235.SH,民丰特纸,['MFTZ']
600236.SH,桂冠电力,['GGDL']
600237.SH,铜峰电子,['TFDZ']
600238.SH,海南椰岛,['HNYD']
600239.SH,云南城投,['YNCT']
600240.SH,华业资本,['HYZB']
600241.SH,时代万恒,"['SDMH', 'SDWH']"
600242.SH,中昌海运,['ZCHY']
600243.SH,青海华鼎,['QHHD']
600246.SH,万通地产,"['MTDC', 'WTDC']"
600247.SH,ST成城,['STCC']
600248.SH,延长化建,"['YCHJ', 'YZHJ']"
