股票代码,股票名称,拼音简写
600249.SH,两面针,['LMZ']
600250.SH,南纺股份,['NFGF']
600251.SH,冠农股份,['GNGF']
600252.SH,中恒集团,['ZHJT']
600255.SH,鑫科材料,['XKCL']
600256.SH,广汇能源,"['AHNY', 'GHNY']"
600257.SH,大湖股份,['DHGF']
600258.SH,首旅酒店,['SLJD']
600259.SH,广晟有色,"['ASYS', 'GSYS']"
600260.SH,凯乐科技,"['KLKJ', 'KYKJ']"
600261.SH,阳光照明,['YGZM']
600262.SH,北方股份,['BFGF']
600265.SH,*ST景谷,"['*STJG', '*STJY']"
600266.SH,北京城建,['BJCJ']
600267.SH,海正药业,['HZYY']
600268.SH,国电南自,['GDNZ']
600269.SH,赣粤高速,['GYGS']
600270.SH,外运发展,['WYFZ']
600271.SH,航天信息,['HTXX']
600272.SH,开开实业,['KKSY']
600273.SH,嘉化能源,['JHNY']
600275.SH,武昌鱼,['WCY']
600276.SH,恒瑞医药,['HRYY']
600277.SH,亿利洁能,['YLJN']
600278.SH,东方创业,['DFCY']
600279.SH,重庆港九,"['CQGJ', 'ZQGJ']"
600280.SH,中央商场,['ZYSC']
600281.SH,太化股份,['THGF']
600282.SH,南钢股份,['NGGF']
600283.SH,钱江水利,['QJSL']
600284.SH,浦东建设,['PDJS']
600285.SH,羚锐制药,['LRZY']
600287.SH,江苏舜天,['JSST']
600288.SH,大恒科技,['DHKJ']
600289.SH,亿阳信通,['YYXT']
600290.SH,华仪电气,['HYDQ']
600291.SH,西水股份,['XSGF']
600292.SH,远达环保,['YDHB']
600293.SH,三峡新材,['SXXC']
600295.SH,鄂尔多斯,['EEDS']
600297.SH,广汇汽车,"['AHQC', 'GHQC']"
600298.SH,安琪酵母,['AQJM']
600299.SH,安迪苏,['ADS']
600300.SH,维维股份,['WWGF']
600301.SH,*ST南化,['*STNH']
600302.SH,标准股份,['BZGF']
600303.SH,曙光股份,['SGGF']
600305.SH,恒顺醋业,['HSCY']
600306.SH,*ST商城,['*STSC']
600307.SH,酒钢宏兴,['JGHX']
600308.SH,华泰股份,['HTGF']
600309.SH,万华化学,"['MHHX', 'WHHX']"
600310.SH,桂东电力,['GDDL']
600311.SH,荣华实业,['RHSY']
600312.SH,平高电气,['PGDQ']
600313.SH,农发种业,"['NFCY', 'NFZY']"
600315.SH,上海家化,['SHJH']
600316.SH,洪都航空,['HDHK']
600317.SH,营口港,['YKG']
600318.SH,新力金融,['XLJR']
600319.SH,*ST亚星,['*STYX']
600320.SH,振华重工,"['ZHCG', 'ZHZG']"
600321.SH,国栋建设,['GDJS']
600322.SH,天房发展,['TFFZ']
600323.SH,瀚蓝环境,['HLHJ']
600325.SH,华发股份,['HFGF']
600326.SH,西藏天路,"['XCTL', 'XZTL']"
600327.SH,大东方,['DDF']
600328.SH,兰太实业,['LTSY']
600329.SH,中新药业,['ZXYY']
600330.SH,天通股份,['TTGF']
600331.SH,宏达股份,['HDGF']
600332.SH,白云山,['BYS']
600333.SH,长春燃气,"['CCRQ', 'ZCRQ']"
600335.SH,国机汽车,['GJQC']
600336.SH,澳柯玛,['AKM']
600337.SH,美克家居,['MKJJ']
600338.SH,西藏珠峰,"['XCZF', 'XZZF']"
600339.SH,*ST天利,['*STTL']
600340.SH,华夏幸福,['HXXF']
600343.SH,航天动力,['HTDL']
600345.SH,长江通信,"['CJTX', 'ZJTX']"
600346.SH,*ST橡塑,['*STXS']
600348.SH,阳泉煤业,['YQMY']
600350.SH,山东高速,['SDGS']
600351.SH,亚宝药业,['YBYY']
600352.SH,浙江龙盛,"['ZJLC', 'ZJLS']"
600353.SH,旭光股份,['XGGF']
600354.SH,敦煌种业,"['DHCY', 'DHZY']"
600355.SH,精伦电子,['JLDZ']
600356.SH,恒丰纸业,['HFZY']
600358.SH,国旅联合,"['GLLG', 'GLLH']"
600359.SH,新农开发,['XNKF']
600360.SH,华微电子,['HWDZ']
600361.SH,华联综超,['HLZC']
600362.SH,江西铜业,['JXTY']
600363.SH,联创光电,['LCGD']
600365.SH,通葡股份,['TPGF']
600366.SH,宁波韵升,['NBYS']
600367.SH,红星发展,"['GXFZ', 'HXFZ']"
600368.SH,五洲交通,['WZJT']
600369.SH,西南证券,['XNZQ']
600370.SH,三房巷,"['SFH', 'SFX']"
600371.SH,万向德农,"['MXDN', 'WXDN']"
600372.SH,中航电子,['ZHDZ']
600373.SH,中文传媒,"['ZWCM', 'ZWZM']"
600375.SH,*ST星马,['*STXM']
600376.SH,首开股份,['SKGF']
600377.SH,宁沪高速,['NHGS']
600378.SH,天科股份,['TKGF']
600379.SH,宝光股份,['BGGF']
600380.SH,健康元,['JKY']
600381.SH,青海春天,['QHCT']
600382.SH,广东明珠,"['ADMZ', 'GDMZ']"
600383.SH,金地集团,['JDJT']
600385.SH,山东金泰,['SDJT']
600386.SH,北巴传媒,"['BBCM', 'BBZM']"
600387.SH,海越股份,['HYGF']
600388.SH,龙净环保,['LJHB']
600389.SH,江山股份,['JSGF']
600390.SH,*ST金瑞,['*STJR']
600391.SH,成发科技,['CFKJ']
600392.SH,盛和资源,"['CHZY', 'SHZY']"
600393.SH,粤泰股份,['YTGF']
600395.SH,盘江股份,['PJGF']
600396.SH,金山股份,['JSGF']
600397.SH,安源煤业,['AYMY']
600398.SH,海澜之家,['HLZJ']
600399.SH,抚顺特钢,['FSTG']
600400.SH,红豆股份,"['GDGF', 'HDGF']"
600401.SH,海润光伏,['HRGF']
600403.SH,大有能源,['DYNY']
600405.SH,动力源,['DLY']
600406.SH,国电南瑞,['GDNR']
600408.SH,安泰集团,['ATJT']
600409.SH,三友化工,['SYHG']
600410.SH,华胜天成,['HSTC']
600415.SH,小商品城,['XSPC']
600416.SH,湘电股份,['XDGF']
600418.SH,江淮汽车,['JHQC']
600419.SH,天润乳业,['TRRY']
600420.SH,现代制药,['XDZY']
600421.SH,仰帆控股,['YFKG']
600422.SH,昆药集团,['KYJT']
600423.SH,柳化股份,['LHGF']
600425.SH,青松建化,['QSJH']
600426.SH,华鲁恒升,['HLHS']
600428.SH,中远航运,['ZYHY']
600429.SH,三元股份,['SYGF']
600432.SH,*ST吉恩,['*STJE']
600433.SH,冠豪高新,['GHGX']
600435.SH,北方导航,['BFDH']
600436.SH,片仔癀,['PZH']
600438.SH,通威股份,['TWGF']
600439.SH,瑞贝卡,"['RBK', 'RBQ']"
600444.SH,国机通用,['GJTY']
600446.SH,金证股份,['JZGF']
600448.SH,华纺股份,['HFGF']
600449.SH,宁夏建材,['NXJC']
600452.SH,涪陵电力,['FLDL']
600455.SH,博通股份,['BTGF']
600456.SH,宝钛股份,['BTGF']
600458.SH,时代新材,['SDXC']
600459.SH,贵研铂业,['GYBY']
600460.SH,士兰微,['SLW']
600461.SH,洪城水业,['HCSY']
600462.SH,九有股份,['JYGF']
600463.SH,空港股份,['KGGF']
600466.SH,蓝光发展,['LGFZ']
600467.SH,好当家,['HDJ']
600468.SH,百利电气,['BLDQ']
600469.SH,风神股份,['FSGF']
600470.SH,六国化工,['LGHG']
600475.SH,华光股份,['HGGF']
600476.SH,湘邮科技,['XYKJ']
600477.SH,杭萧钢构,['HXGG']
600478.SH,科力远,['KLY']
600479.SH,千金药业,['QJYY']
600480.SH,凌云股份,['LYGF']
600481.SH,双良节能,['SLJN']
600482.SH,中国动力,['ZGDL']
600483.SH,福能股份,['FNGF']
600485.SH,信威集团,['XWJT']
600486.SH,扬农化工,['YNHG']
600487.SH,亨通光电,['HTGD']
600488.SH,天药股份,['TYGF']
600489.SH,中金黄金,['ZJHJ']
600490.SH,鹏欣资源,['PXZY']
600491.SH,龙元建设,['LYJS']
600493.SH,凤竹纺织,['FZFZ']
600495.SH,晋西车轴,['JXCZ']
600496.SH,精工钢构,['JGGG']
600497.SH,驰宏锌锗,['CHXZ']
600498.SH,烽火通信,['FHTX']
600499.SH,科达洁能,['KDJN']
600500.SH,中化国际,['ZHGJ']
600501.SH,航天晨光,['HTCG']
600502.SH,安徽水利,['AHSL']
600503.SH,华丽家族,['HLJZ']
600505.SH,西昌电力,['XCDL']
600506.SH,香梨股份,['XLGF']
600507.SH,方大特钢,['FDTG']
600508.SH,上海能源,['SHNY']
600509.SH,天富能源,['TFNY']
600510.SH,黑牡丹,['HMD']
600511.SH,国药股份,['GYGF']
600512.SH,腾达建设,['TDJS']
600513.SH,联环药业,['LHYY']
600515.SH,海航基础,['HHJC']
600516.SH,方大炭素,['FDTS']
600517.SH,置信电气,['ZXDQ']
600518.SH,康美药业,['KMYY']
600519.SH,贵州茅台,['GZMT']
600520.SH,*ST中发,['*STZF']
600521.SH,华海药业,['HHYY']
600522.SH,中天科技,['ZTKJ']
600523.SH,贵航股份,['GHGF']
600525.SH,长园集团,"['CYJT', 'ZYJT']"
600526.SH,菲达环保,['FDHB']
600527.SH,江南高纤,"['JNGQ', 'JNGX']"
600528.SH,中铁二局,['ZTEJ']
600529.SH,山东药玻,['SDYB']
600530.SH,交大昂立,['JDAL']
600531.SH,豫光金铅,"['YGJQ', 'YGJY']"
600532.SH,宏达矿业,['HDKY']
600533.SH,栖霞建设,"['QXJS', 'XXJS']"
600535.SH,天士力,['TSL']
600536.SH,中国软件,['ZGRJ']
600537.SH,亿晶光电,['YJGD']
600538.SH,国发股份,['GFGF']
600539.SH,狮头股份,['STGF']
600540.SH,新赛股份,['XSGF']
600543.SH,莫高股份,['MGGF']
600545.SH,新疆城建,['XJCJ']
600546.SH,*ST山煤,['*STSM']
600547.SH,山东黄金,['SDHJ']
600548.SH,深高速,['SGS']
600549.SH,厦门钨业,"['SMWY', 'XMWY']"
600550.SH,保变电气,['BBDQ']
600551.SH,时代出版,['SDCB']
600552.SH,凯盛科技,"['KCKJ', 'KSKJ']"
600555.SH,海航创新,['HHCX']
600556.SH,慧球科技,['HQKJ']
600557.SH,康缘药业,['KYYY']
600558.SH,大西洋,['DXY']
600559.SH,老白干酒,['LBGJ']
600560.SH,金自天正,['JZTZ']
600561.SH,江西长运,"['JXCY', 'JXZY']"
600562.SH,国睿科技,['GRKJ']
600563.SH,法拉电子,['FLDZ']
600565.SH,迪马股份,['DMGF']
600566.SH,济川药业,['JCYY']
600567.SH,山鹰纸业,['SYZY']
600568.SH,中珠控股,['ZZKG']
600569.SH,安阳钢铁,['AYGT']
600570.SH,恒生电子,['HSDZ']
600571.SH,信雅达,['XYD']
600572.SH,康恩贝,['KEB']
600573.SH,惠泉啤酒,['HQPJ']
600575.SH,皖江物流,['WJWL']
600576.SH,万家文化,"['MJWH', 'WJWH']"
600577.SH,精达股份,['JDGF']
600578.SH,京能电力,['JNDL']
600579.SH,天华院,['THY']
600580.SH,卧龙电气,['WLDQ']
600581.SH,*ST八钢,['*STBG']
600582.SH,天地科技,['TDKJ']
600583.SH,海油工程,['HYGC']
600584.SH,长电科技,"['CDKJ', 'ZDKJ']"
600585.SH,海螺水泥,['HLSN']
600586.SH,金晶科技,['JJKJ']
600587.SH,新华医疗,['XHYL']
600588.SH,用友网络,['YYWL']
600589.SH,广东榕泰,"['ADRT', 'GDRT']"
600590.SH,泰豪科技,['THKJ']
600592.SH,龙溪股份,['LXGF']
600593.SH,大连圣亚,['DLSY']
600594.SH,益佰制药,['YBZY']
600595.SH,中孚实业,['ZFSY']
600596.SH,新安股份,['XAGF']
600597.SH,光明乳业,['GMRY']
600598.SH,北大荒,['BDH']
600599.SH,熊猫金控,['XMJK']
600600.SH,青岛啤酒,['QDPJ']
600601.SH,方正科技,['FZKJ']
600602.SH,仪电电子,['YDDZ']
600603.SH,*ST兴业,['*STXY']
600604.SH,市北高新,['SBGX']
600605.SH,汇通能源,['HTNY']
600606.SH,绿地控股,['LDKG']
600608.SH,ST沪科,['STHK']
600609.SH,金杯汽车,['JBQC']
600610.SH,中毅达,['ZYD']
600611.SH,大众交通,['DZJT']
600612.SH,老凤祥,['LFX']
600613.SH,神奇制药,"['SJZY', 'SQZY']"
600614.SH,鼎立股份,['DLGF']
600615.SH,丰华股份,['FHGF']
600616.SH,金枫酒业,['JFJY']
600617.SH,国新能源,['GXNY']
600618.SH,氯碱化工,['LJHG']
600619.SH,海立股份,['HLGF']
600620.SH,天宸股份,['TCGF']
600621.SH,华鑫股份,['HXGF']
600622.SH,嘉宝集团,['JBJT']
600623.SH,华谊集团,['HYJT']
600624.SH,复旦复华,['FDFH']
600626.SH,申达股份,['SDGF']
600628.SH,新世界,['XSJ']
600629.SH,华建集团,['HJJT']
600630.SH,龙头股份,['LTGF']
600633.SH,浙报传媒,"['ZBCM', 'ZBZM']"
600634.SH,中技控股,['ZJKG']
600635.SH,大众公用,['DZGY']
600636.SH,三爱富,['SAF']
600637.SH,东方明珠,['DFMZ']
600638.SH,新黄浦,['XHP']
600639.SH,浦东金桥,['PDJQ']
600640.SH,号百控股,['HBKG']
600641.SH,万业企业,"['MYQY', 'WYQY']"
600642.SH,申能股份,['SNGF']
600643.SH,爱建集团,['AJJT']
600644.SH,乐山电力,"['LSDL', 'YSDL']"
600645.SH,中源协和,['ZYXH']
600647.SH,同达创业,['TDCY']
600648.SH,外高桥,['WGQ']
600649.SH,城投控股,['CTKG']
600650.SH,锦江投资,['JJTZ']
600651.SH,飞乐音响,"['FLYX', 'FYYX']"
600652.SH,游久游戏,"['YJYH', 'YJYX']"
600653.SH,申华控股,['SHKG']
600654.SH,中安消,['ZAX']
600655.SH,豫园商城,['YYSC']
600657.SH,信达地产,['XDDC']
600658.SH,电子城,['DZC']
600660.SH,福耀玻璃,['FYBL']
600661.SH,新南洋,['XNY']
600662.SH,强生控股,"['JSKG', 'QSKG']"
600663.SH,陆家嘴,['LJZ']
600664.SH,哈药股份,['HYGF']
600665.SH,天地源,['TDY']
600666.SH,奥瑞德,['ARD']
600667.SH,太极实业,['TJSY']
600668.SH,尖峰集团,['JFJT']
600671.SH,天目药业,['TMYY']
600673.SH,东阳光科,['DYGK']
600674.SH,川投能源,['CTNY']
600675.SH,*ST中企,['*STZQ']
600676.SH,交运股份,['JYGF']
600677.SH,航天通信,['HTTX']
600678.SH,四川金顶,['SCJD']
600679.SH,上海凤凰,['SHFH']
600680.SH,上海普天,['SHPT']
600681.SH,百川能源,['BCNY']
600682.SH,南京新百,['NJXB']
600683.SH,京投银泰,['JTYT']
600684.SH,珠江实业,['ZJSY']
600685.SH,中船防务,['ZCFW']
600686.SH,金龙汽车,['JLQC']
600687.SH,刚泰控股,['GTKG']
600688.SH,上海石化,"['SHDH', 'SHSH']"
600689.SH,上海三毛,['SHSM']
600690.SH,青岛海尔,['QDHE']
600691.SH,阳煤化工,['YMHG']
600692.SH,亚通股份,['YTGF']
600693.SH,东百集团,['DBJT']
600694.SH,大商股份,['DSGF']
600695.SH,绿庭投资,['LTTZ']
600696.SH,匹凸匹,"['PTP', 'YTP', 'PTY', 'YTY']"
600697.SH,欧亚集团,['OYJT']
600698.SH,湖南天雁,['HNTY']
600699.SH,均胜电子,"['JSDZ', 'YSDZ']"
600701.SH,*ST工新,['*STGX']
600702.SH,沱牌舍得,['TPSD']
600703.SH,三安光电,['SAGD']
600704.SH,物产中大,['WCZD']
600705.SH,中航资本,['ZHZB']
600706.SH,曲江文旅,['QJWL']
600707.SH,彩虹股份,"['CHGF', 'CJGF']"
600708.SH,光明地产,['GMDC']
600710.SH,*ST常林,['*STCL']
600711.SH,盛屯矿业,"['CTKY', 'STKY', 'CZKY', 'SZKY']"
600712.SH,南宁百货,['NNBH']
600713.SH,南京医药,['NJYY']
600714.SH,金瑞矿业,['JRKY']
600715.SH,文投控股,['WTKG']
600716.SH,凤凰股份,['FHGF']
600717.SH,天津港,['TJG']
600718.SH,东软集团,['DRJT']
600719.SH,大连热电,['DLRD']
600720.SH,祁连山,['QLS']
600721.SH,*ST百花,['*STBH']
600722.SH,金牛化工,['JNHG']
600723.SH,首商股份,['SSGF']
600724.SH,宁波富达,['NBFD']
600725.SH,*ST云维,['*STYW']
600726.SH,华电能源,['HDNY']
600727.SH,鲁北化工,['LBHG']
600728.SH,佳都科技,['JDKJ']
600729.SH,重庆百货,"['CQBH', 'ZQBH']"
600730.SH,中国高科,['ZGGK']
600731.SH,湖南海利,['HNHL']
600732.SH,*ST新梅,['*STXM']
600733.SH,S前锋,['SQF']
600734.SH,实达集团,['SDJT']
600735.SH,新华锦,['XHJ']
600736.SH,苏州高新,['SZGX']
600737.SH,中粮屯河,"['ZLTH', 'ZLZH']"
600738.SH,兰州民百,['LZMB']
600739.SH,辽宁成大,['LNCD']
600740.SH,山西焦化,['SXJH']
600741.SH,华域汽车,['HYQC']
600742.SH,一汽富维,['YQFW']
600743.SH,华远地产,['HYDC']
600744.SH,华银电力,['HYDL']
600745.SH,中茵股份,['ZYGF']
600746.SH,江苏索普,['JSSP']
600747.SH,大连控股,['DLKG']
600748.SH,上实发展,['SSFZ']
600749.SH,西藏旅游,"['XCLY', 'XZLY']"
600750.SH,江中药业,['JZYY']
600751.SH,天海投资,['THTZ']
600753.SH,东方银星,['DFYX']
600754.SH,锦江股份,['JJGF']
600755.SH,厦门国贸,"['SMGM', 'XMGM']"
600756.SH,浪潮软件,['LCRJ']
600757.SH,长江传媒,"['CJCM', 'ZJCM', 'CJZM', 'ZJZM']"
600758.SH,红阳能源,"['GYNY', 'HYNY']"
600759.SH,洲际油气,['ZJYQ']
600760.SH,*ST黑豹,['*STHB']
600761.SH,安徽合力,"['AHGL', 'AHHL']"
600763.SH,通策医疗,['TCYL']
600764.SH,中电广通,"['ZDAT', 'ZDGT']"
600765.SH,中航重机,"['ZHCJ', 'ZHZJ']"
600766.SH,园城黄金,['YCHJ']
600767.SH,运盛医疗,"['YCYL', 'YSYL']"
600768.SH,宁波富邦,['NBFB']
600769.SH,祥龙电业,['XLDY']
600770.SH,综艺股份,['ZYGF']
600771.SH,广誉远,"['AYY', 'GYY']"
600773.SH,西藏城投,"['XCCT', 'XZCT']"
600774.SH,汉商集团,['HSJT']
600775.SH,南京熊猫,['NJXM']
600776.SH,东方通信,['DFTX']
600777.SH,新潮实业,['XCSY']
600778.SH,友好集团,['YHJT']
600779.SH,水井坊,['SJF']
600780.SH,通宝能源,['TBNY']
600781.SH,辅仁药业,['FRYY']
600782.SH,新钢股份,['XGGF']
600783.SH,鲁信创投,['LXCT']
600784.SH,鲁银投资,['LYTZ']
600785.SH,新华百货,['XHBH']
600787.SH,中储股份,['ZCGF']
600789.SH,鲁抗医药,['LKYY']
600790.SH,轻纺城,['QFC']
600791.SH,京能置业,['JNZY']
600792.SH,云煤能源,['YMNY']
600793.SH,ST宜纸,['STYZ']
600794.SH,保税科技,['BSKJ']
600795.SH,国电电力,['GDDL']
600796.SH,钱江生化,['QJSH']
600797.SH,浙大网新,['ZDWX']
600798.SH,宁波海运,['NBHY']
600800.SH,天津磁卡,"['TJCK', 'TJCQ']"
600801.SH,华新水泥,['HXSN']
600802.SH,福建水泥,['FJSN']
600803.SH,新奥股份,['XAGF']
600804.SH,鹏博士,['PBS']
600805.SH,悦达投资,['YDTZ']
600806.SH,*ST昆机,['*STKJ']
600807.SH,天业股份,['TYGF']
600808.SH,马钢股份,['MGGF']
600809.SH,山西汾酒,['SXFJ']
600810.SH,神马股份,['SMGF']
600811.SH,东方集团,['DFJT']
600812.SH,华北制药,['HBZY']
600814.SH,杭州解百,"['HZJB', 'HZXB']"
600815.SH,厦工股份,"['SGGF', 'XGGF']"
600816.SH,安信信托,['AXXT']
600817.SH,ST宏盛,"['STHC', 'STHS']"
600818.SH,中路股份,['ZLGF']
600819.SH,耀皮玻璃,['YPBL']
600820.SH,隧道股份,['SDGF']
600821.SH,津劝业,['JQY']
600822.SH,上海物贸,['SHWM']
600823.SH,世茂股份,['SMGF']
600824.SH,益民集团,['YMJT']
600825.SH,新华传媒,"['XHCM', 'XHZM']"
600826.SH,兰生股份,['LSGF']
600827.SH,百联股份,['BLGF']
600828.SH,茂业商业,['MYSY']
600829.SH,人民同泰,['RMTT']
600830.SH,香溢融通,['XYRT']
600831.SH,广电网络,"['ADWL', 'GDWL']"
600833.SH,第一医药,['DYYY']
600834.SH,申通地铁,['STDT']
600835.SH,上海机电,['SHJD']
600836.SH,界龙实业,['JLSY']
600837.SH,海通证券,['HTZQ']
600838.SH,上海九百,['SHJB']
600839.SH,四川长虹,"['SCCH', 'SCZH', 'SCCJ', 'SCZJ']"
600841.SH,上柴股份,['SCGF']
600843.SH,上工申贝,['SGSB']
600844.SH,丹化科技,['DHKJ']
600845.SH,宝信软件,['BXRJ']
600846.SH,同济科技,['TJKJ']
600847.SH,万里股份,"['MLGF', 'WLGF']"
600848.SH,上海临港,['SHLG']
600850.SH,华东电脑,['HDDN']
600851.SH,海欣股份,['HXGF']
600853.SH,龙建股份,['LJGF']
600854.SH,春兰股份,['CLGF']
600855.SH,航天长峰,"['HTCF', 'HTZF']"
600856.SH,中天能源,['ZTNY']
600857.SH,宁波中百,['NBZB']
600858.SH,银座股份,['YZGF']
600859.SH,王府井,['WFJ']
600860.SH,京城股份,['JCGF']
600861.SH,北京城乡,['BJCX']
600862.SH,中航高科,['ZHGK']
600863.SH,内蒙华电,['NMHD']
600864.SH,哈投股份,['HTGF']
600865.SH,百大集团,['BDJT']
600866.SH,ST星湖,['STXH']
600867.SH,通化东宝,['THDB']
600868.SH,梅雁吉祥,['MYJX']
600869.SH,智慧能源,['ZHNY']
600870.SH,厦华电子,"['SHDZ', 'XHDZ']"
600871.SH,石化油服,"['DHYF', 'SHYF']"
600872.SH,中炬高新,['ZJGX']
600873.SH,梅花生物,['MHSW']
600874.SH,创业环保,['CYHB']
600875.SH,东方电气,['DFDQ']
600876.SH,洛阳玻璃,['LYBL']
600877.SH,中国嘉陵,['ZGJL']
600879.SH,航天电子,['HTDZ']
600880.SH,博瑞传播,"['BRCB', 'BRZB']"
600881.SH,亚泰集团,['YTJT']
600882.SH,华联矿业,['HLKY']
600883.SH,博闻科技,['BWKJ']
600884.SH,杉杉股份,['SSGF']
600885.SH,宏发股份,['HFGF']
600886.SH,国投电力,['GTDL']
600887.SH,伊利股份,['YLGF']
600888.SH,新疆众和,['XJZH']
600889.SH,南京化纤,"['NJHQ', 'NJHX']"
600890.SH,中房股份,['ZFGF']
600891.SH,秋林集团,['QLJT']
600892.SH,宝诚股份,['BCGF']
600893.SH,中航动力,['ZHDL']
600894.SH,广日股份,"['ARGF', 'GRGF']"
600895.SH,张江高科,['ZJGK']
600896.SH,中海海盛,"['ZHHC', 'ZHHS']"
600897.SH,厦门空港,"['SMKG', 'XMKG']"
600898.SH,三联商社,['SLSS']
600900.SH,长江电力,"['CJDL', 'ZJDL']"
600917.SH,重庆燃气,"['CQRQ', 'ZQRQ']"
600958.SH,东方证券,['DFZQ']
600959.SH,江苏有线,['JSYX']
600960.SH,渤海活塞,['BHHS']
600961.SH,株冶集团,['ZYJT']
600962.SH,国投中鲁,['GTZL']
600963.SH,岳阳林纸,['YYLZ']
600965.SH,福成股份,['FCGF']
600966.SH,博汇纸业,['BHZY']
600967.SH,北方创业,['BFCY']
600969.SH,郴电国际,['CDGJ']
600970.SH,中材国际,['ZCGJ']
600971.SH,恒源煤电,['HYMD']
600973.SH,宝胜股份,['BSGF']
600975.SH,新五丰,['XWF']
600976.SH,健民集团,['JMJT']
600978.SH,宜华木业,['YHMY']
600979.SH,广安爱众,"['AAAZ', 'GAAZ']"
600980.SH,北矿磁材,['BKCC']
600981.SH,汇鸿集团,['HHJT']
600982.SH,宁波热电,['NBRD']
600983.SH,惠而浦,['HEP']
600984.SH,建设机械,['JSJX']
600985.SH,雷鸣科化,['LMKH']
600986.SH,科达股份,['KDGF']
600987.SH,航民股份,['HMGF']
600988.SH,赤峰黄金,['CFHJ']
600990.SH,四创电子,['SCDZ']
600992.SH,贵绳股份,['GSGF']
600993.SH,马应龙,['MYL']
600995.SH,文山电力,['WSDL']
600997.SH,开滦股份,['KLGF']
600998.SH,九州通,['JZT']
600999.SH,招商证券,['ZSZQ']
601000.SH,唐山港,['TSG']
601001.SH,大同煤业,['DTMY']
601002.SH,晋亿实业,['JYSY']
601003.SH,柳钢股份,['LGGF']
601005.SH,重庆钢铁,"['CQGT', 'ZQGT']"
601006.SH,大秦铁路,['DQTL']
601007.SH,金陵饭店,['JLFD']
601008.SH,连云港,['LYG']
601009.SH,南京银行,"['NJYH', 'NJYX']"
601010.SH,文峰股份,['WFGF']
601011.SH,宝泰隆,['BTL']
601012.SH,隆基股份,['LJGF']
601015.SH,陕西黑猫,['SXHM']
601016.SH,节能风电,['JNFD']
601018.SH,宁波港,['NBG']
601020.SH,华钰矿业,['HYKY']
601021.SH,春秋航空,['CQHK']
601028.SH,玉龙股份,['YLGF']
601038.SH,一拖股份,['YTGF']
601058.SH,赛轮金宇,['SLJY']
601069.SH,西部黄金,['XBHJ']
601088.SH,中国神华,['ZGSH']
601098.SH,中南传媒,"['ZNCM', 'ZNZM']"
601099.SH,太平洋,['TPY']
601100.SH,恒立液压,['HLYY']
601101.SH,昊华能源,['HHNY']
601106.SH,中国一重,"['ZGYC', 'ZGYZ']"
601107.SH,四川成渝,['SCCY']
601111.SH,中国国航,['ZGGH']
601113.SH,华鼎股份,['HDGF']
601116.SH,三江购物,['SJGW']
601117.SH,中国化学,['ZGHX']
601118.SH,海南橡胶,['HNXJ']
601126.SH,四方股份,['SFGF']
601137.SH,博威合金,"['BWGJ', 'BWHJ']"
601139.SH,深圳燃气,['SZRQ']
601155.SH,新城控股,['XCKG']
601158.SH,重庆水务,"['CQSW', 'ZQSW']"
601166.SH,兴业银行,"['XYYH', 'XYYX']"
601168.SH,西部矿业,['XBKY']
601169.SH,北京银行,"['BJYH', 'BJYX']"
601177.SH,杭齿前进,['HCQJ']
601179.SH,中国西电,['ZGXD']
601186.SH,中国铁建,['ZGTJ']
601188.SH,龙江交通,['LJJT']
601198.SH,东兴证券,['DXZQ']
601199.SH,江南水务,['JNSW']
601208.SH,东材科技,['DCKJ']
601211.SH,国泰君安,['GTJA']
601216.SH,君正集团,['JZJT']
601218.SH,吉鑫科技,['JXKJ']
601222.SH,林洋能源,['LYNY']
601225.SH,陕西煤业,['SXMY']
601226.SH,华电重工,"['HDCG', 'HDZG']"
601231.SH,环旭电子,['HXDZ']
601233.SH,桐昆股份,['TKGF']
601238.SH,广汽集团,"['AQJT', 'GQJT']"
601258.SH,庞大集团,['PDJT']
601288.SH,农业银行,"['NYYH', 'NYYX']"
601311.SH,骆驼股份,['LTGF']
601313.SH,江南嘉捷,['JNJJ']
601318.SH,中国平安,['ZGPA']
601328.SH,交通银行,"['JTYH', 'JTYX']"
601333.SH,广深铁路,"['ASTL', 'GSTL']"
601336.SH,新华保险,['XHBX']
601339.SH,百隆东方,['BLDF']
601368.SH,绿城水务,['LCSW']
601369.SH,陕鼓动力,['SGDL']
601377.SH,兴业证券,['XYZQ']
601388.SH,怡球资源,['YQZY']
601390.SH,中国中铁,['ZGZT']
601398.SH,工商银行,"['GSYH', 'GSYX']"
601515.SH,东风股份,['DFGF']
601518.SH,吉林高速,['JLGS']
601519.SH,大智慧,['DZH']
601555.SH,东吴证券,['DWZQ']
601558.SH,华锐风电,['HRFD']
601566.SH,九牧王,['JMW']
601567.SH,三星医疗,['SXYL']
601579.SH,会稽山,"['HJS', 'KJS', 'HQS', 'KQS']"
601588.SH,北辰实业,['BCSY']
601599.SH,鹿港科技,['LGKJ']
601600.SH,中国铝业,['ZGLY']
601601.SH,中国太保,['ZGTB']
601607.SH,上海医药,['SHYY']
601608.SH,中信重工,"['ZXCG', 'ZXZG']"
601616.SH,广电电气,"['ADDQ', 'GDDQ']"
601618.SH,中国中冶,['ZGZY']
601628.SH,中国人寿,['ZGRS']
601633.SH,长城汽车,"['CCQC', 'ZCQC']"
601636.SH,旗滨集团,['QBJT']
601666.SH,平煤股份,['PMGF']
